,ADAM10-FITC,ADAM10-PE,CD14-FITC,CD14-PE,CD4-FITC,CD4-PE,CD83-AF488,CD83-FITC,CD83-PE,CD138-FITC,CD138-PE
Melanoma_09_201905291344_2,105.17974208339022,72.43452117267682,,,,,,,,,
Melanoma_10_201905291345_1,103.95615010004116,105.86876044244023,,,,,,,,,
Melanoma_10_201905291345_2,93.64132691799571,99.54341059306677,,,,,,,,,
Melanoma_10_201905291345_3,101.82812222210217,95.81217260709118,,,,,,,,,
Melanoma_10_201905291345_4,90.72517216213642,86.84062638434466,,,,,,,,,
Melanoma_11_201906261422_1,60.49068124245517,99.8040806674518,,,,,,,,,
Melanoma_11_201906261422_2,93.42041473124436,103.8889128173495,,,,,,,,,
Melanoma_11_201906261422_3,104.46737710457224,55.728379421676664,,,,,,,,,
Melanoma_11_201906261422_4,90.1110054111608,106.1675497823847,,,,,,,,,
Melanoma_12_201907031137_1,88.9132102455502,100.83587037770079,,,,,,,,,
Melanoma_12_201907031137_2,67.71637497409341,106.69161196407751,,,,,,,,,
Melanoma_12_201907031137_3,104.94929627406857,112.83411069453216,,,,,,,,,
Melanoma_12_201907031137_4,111.4025902654111,111.79193600509193,,,,,,,,,
Melanoma_13_201907111415_1,106.1184016792377,98.17234139523279,,,,,,,,,
Melanoma_13_201907111415_2,109.6442375410208,105.61008996337226,,,,,,,,,
Melanoma_13_201907111415_3,104.61416871545585,107.94828628566883,,,,,,,,,
Melanoma_13_201907111415_4,103.35968233372394,105.89294319410735,,,,,,,,,
Melanoma_14_201907111432_1,105.05740088460544,108.16240333529454,,,,,,,,,
Melanoma_14_201907111432_2,108.45306439271532,109.40925648352145,,,,,,,,,
Melanoma_14_201907111432_3,107.07850013898698,109.89952739516796,,,,,,,,,
Melanoma_14_201907111432_4,117.19535184332092,111.42911737867615,,,,,,,,,
Melanoma_16_201908011518_1,45.882389024056046,45.03349905361165,,,,,,,,,
Melanoma_16_201908011518_2,58.5362837043418,53.337492792813144,,,,,,,,,
Melanoma_16_201908011518_3,93.12545219879361,108.19896059350877,,,,,,,,,
Melanoma_16_201908011518_4,109.10421444855567,102.89425865918331,,,,,,,,,
Melanoma_17_201909111532_1,110.54921047539439,101.92777220083667,,,,,,,,,
Melanoma_17_201909111532_2,90.18811175142253,101.77007379569994,,,,,,,,,
Melanoma_17_201909111532_3,47.901107573955315,112.4701038031355,,,,,,,,,
Melanoma_17_201909111532_4,94.40210430211349,113.49529973548273,,,,,,,,,
Melanoma_18_201909111536_1,108.44450883574096,108.10673070217399,,,,,,,,,
Melanoma_18_201909111536_2,112.91106405089576,110.7213917654882,,,,,,,,,
Melanoma_18_201909111536_3,106.12335315166474,106.43659345376253,,,,,,,,,
Melanoma_18_201909111536_4,107.42078110680781,111.47986211313246,,,,,,,,,
Melanoma_19_201910151344_1,89.61793732522266,91.45410188383832,,,,,,,,,
Melanoma_19_201910151344_2,80.80976120760529,85.00361538030864,,,,,,,,,
Melanoma_20_201910231430_1,28.6173524012333,112.79038652130822,,,,,,,,,
Melanoma_20_201910231430_2,105.620942979979,83.85383358495051,,,,,,,,,
Melanoma_20_201910231430_3,109.67729286765984,102.71675215429813,,,,,,,,,
Melanoma_20_201910231430_4,106.0018782886627,98.96440288149961,,,,,,,,,
Melanoma_21_202003031436_1,101.46909209581555,106.5758763300759,,,,,,,,,
Melanoma_21_202003031436_2,102.23220131796978,107.76954240379695,,,,,,,,,
Melanoma_21_202003031436_3,98.7352074638462,104.31529637622154,,,,,,,,,
Melanoma_21_202003031436_4,99.7501527383381,98.40000623722474,,,,,,,,,
Melanoma_22_202003091404_1,94.51394633629347,87.38532592200424,,,,,,,,,
Melanoma_22_202003091404_2,84.9696929812068,100.9056747449368,,,,,,,,,
Melanoma_22_202003091404_3,107.76052666732804,106.27951656105948,,,,,,,,,
Melanoma_22_202003091404_4,109.81891838665096,106.16033719320957,,,,,,,,,
Melanoma_23_202003251552_1,57.06528753606049,93.36398675547427,,,,,,,,,
Melanoma_23_202003251552_2,47.90722177312021,99.59344418567875,,,,,,,,,
Melanoma_23_202003251552_3,99.90639546362225,102.04351200935878,,,,,,,,,
Melanoma_23_202003251552_4,111.60354136851586,108.94622038914389,,,,,,,,,
Melanoma_24_202004021245_1,109.70503402970884,99.28693345617883,,,,,,,,,
Melanoma_24_202004021245_2,109.89219669161884,102.30618020570073,,,,,,,,,
Melanoma_24_202004021245_3,108.69241813765309,82.4563688940271,,,,,,,,,
Melanoma_24_202004021245_4,109.86465664323369,90.79655400699944,,,,,,,,,
Melanoma_25_202004091556_1,86.95221991177519,88.4300632759083,,,,,,,,,
Melanoma_25_202004091556_2,102.16482013710107,108.16043001490058,,,,,,,,,
Melanoma_25_202004091556_3,111.11640061056046,103.72458650146697,,,,,,,,,
Melanoma_25_202004091556_4,102.53451935553261,106.106241546596,,,,,,,,,
Melanoma_26_202004221438_1,107.78849988360454,103.92526503293942,,,,,,,,,
Melanoma_26_202004221438_2,108.67203395407634,89.33857055578092,,,,,,,,,
Melanoma_26_202004221438_3,111.97881111620785,101.67434983071091,,,,,,,,,
Melanoma_26_202004221438_4,112.54402154641919,85.61428044526909,,,,,,,,,
Melanoma_27_202004301203_1,86.18099345729858,107.7459268957971,,,,,,,,,
Melanoma_27_202004301203_2,97.71235957649735,100.9967586076157,,,,,,,,,
Melanoma_27_202004301203_3,90.58848976653135,101.49934926592285,,,,,,,,,
Melanoma_27_202004301203_4,85.84639729058887,107.53980086063879,,,,,,,,,
Melanoma_28_202005071402_3,106.88416319526638,116.49848514018039,,,,,,,,,
Melanoma_28_202005071402_4,104.94593799511041,113.1075582394721,,,,,,,,,
Melanoma_29_202006031146_1,,,,,,,107.77617841802372,100.75419416529726,106.44678959729137,,
Melanoma_29_202006031146_2,,,,,,,99.23806160806458,102.4571212899563,106.7448076331844,,
Melanoma_29_202006031146_3,,,,,,,106.14388933689952,102.27058087716007,108.18896998372428,,
Melanoma_29_202006031146_4,,,,,,,103.37345604131694,103.91171061045242,107.03482090324836,,
Melanoma_30_202007020851_3,110.30391221327183,106.07222215128266,,,,,,,,,
Melanoma_30_202007020851_4,107.25609627328278,107.18231972701582,,,,,,,,,
Melanoma_31_202007091415_3,101.6192105539736,110.11596007586823,,,,,,,,,
Melanoma_31_202007091415_4,110.68614432446927,111.12755296484268,,,,,,,,,
Melanoma_32_202007161043_1,112.46113816091254,107.5930313992698,,,,,,,,,
Melanoma_32_202007161043_2,111.17225765926287,113.27623514239043,,,,,,,,,
Melanoma_32_202007161043_3,100.73116922916742,106.4836825360654,,,,,,,,,
Melanoma_33_202007211656_1,85.51267138862232,111.1588603951945,,,,,,,,,
Melanoma_33_202007211656_2,92.51221513808822,43.97455899874372,,,,,,,,,
Melanoma_33_202007211656_3,93.73813552163335,106.61262782627315,,,,,,,,,
Melanoma_33_202007211656_4,97.71953901506855,107.76656032280339,,,,,,,,,
Melanoma_34_202007281047_1,82.07341704638432,98.63896978727625,,,,,,,,,
Melanoma_34_202007281047_2,103.8470546547868,109.96064900533455,,,,,,,,,
Melanoma_34_202007281047_3,113.4167966497754,110.71575419833982,,,,,,,,,
Melanoma_34_202007281047_4,103.01473286506673,108.91130592752442,,,,,,,,,
Melanoma_35_202009031055_1,99.60508225769856,105.18819867967284,,,,,,,,,
Melanoma_35_202009031055_2,106.67782082172243,102.16017831587074,,,,,,,,,
Melanoma_35_202009031055_3,108.66096730024428,110.71047367547376,,,,,,,,,
Melanoma_35_202009031055_4,99.68094164413245,89.96940076477216,,,,,,,,,
Melanoma_36_202009111023_1,109.3340232751618,110.56789857585005,,,,,,,,,
Melanoma_36_202009111023_2,103.63119830347487,108.31143519032375,,,,,,,,,
Melanoma_36_202009111023_3,107.53317614217336,110.15968645913243,,,,,,,,,
Melanoma_36_202009111023_4,107.61361055750967,111.29535346401711,,,,,,,,,
Melanoma_37_202009181022_1,110.47016715762302,111.42827535333633,,,,,,,,,
Melanoma_37_202009181022_2,111.53870983742944,113.26485269836094,,,,,,,,,
Melanoma_37_202009181022_3,102.85226396524442,111.28277416040571,,,,,,,,,
Melanoma_37_202009181022_4,108.64979210887935,108.63706497813043,,,,,,,,,
Melanoma_38_202010141116_1,105.51207860671204,111.32359262180515,,,,,,,,,
Melanoma_38_202010141116_2,105.08616210301538,111.1660130677225,,,,,,,,,
Melanoma_38_202010141116_3,94.44721171498142,109.55239612565208,,,,,,,,,
Melanoma_38_202010141116_4,100.27873371568667,108.50883279424721,,,,,,,,,
Melanoma_39_202010141128_1,70.5464312269849,110.28827716065814,,,,,,,,,
Melanoma_39_202010141128_2,85.31085493197496,105.91232819392563,,,,,,,,,
Melanoma_39_202010141128_3,108.1402108476634,110.31591862533531,,,,,,,,,
Melanoma_39_202010141128_4,105.26599872701681,110.10338322785712,,,,,,,,,
Melanoma_40_202010211055_1,101.93953059727075,109.9300885685913,,,,,,,,,
Melanoma_40_202010211055_2,105.1369618429182,109.3683088575467,,,,,,,,,
Melanoma_40_202010211055_3,90.7400260882975,99.13421746403283,,,,,,,,,
Melanoma_40_202010211055_4,76.9371280379459,102.17752885084782,,,,,,,,,
Melanoma_41_202010211103_1,104.58547502605391,106.18768005689135,,,,,,,,,
Melanoma_41_202010211103_2,103.06665186758225,110.42535613571022,,,,,,,,,
Melanoma_41_202010211103_3,108.10175221814374,109.81484110792756,,,,,,,,,
Melanoma_41_202010211103_4,111.56467461822783,111.99903396684547,,,,,,,,,
Nevi_01_201712121140_1,74.08230018043751,96.74569656048979,,,,,,,,,
Nevi_01_201712121140_2,70.80029290400273,110.26525247008833,,,,,,,,,
Nevi_02_201801231253_1,98.50082532725786,48.56306349887681,,,,,,,,,
Nevi_02_201801231253_2,104.12273016587089,55.5319812470717,,,,,,,,,
Nevi_03_201802011633_1,53.48176962343861,104.97234502952122,,,,,,,,,
Nevi_03_201802011633_2,93.7040333725902,78.33598333531418,,,,,,,,,
Nevi_03_201802011633_3,107.78565187838689,100.61237809172354,,,,,,,,,
Nevi_03_201802011633_4,95.72297685547613,51.941570709992625,,,,,,,,,
Nevi_04_201802051539_1,81.35347703178823,102.43159237820959,,,,,,,,,
Nevi_04_201802051539_2,88.79977084338083,71.71312768826841,,,,,,,,,
Nevi_04_201802051539_3,84.61881765792702,83.67041546792446,,,,,,,,,
Nevi_05_201802221424_1,88.17118112409523,79.77348167778399,,,,,,,,,
Nevi_05_201802221424_2,83.83747855033145,68.59903411418148,,,,,,,,,
Nevi_05_201802221424_3,80.18406516770277,62.111932645830734,,,,,,,,,
Nevi_05_201802221424_4,69.59673149778848,41.99546106842186,,,,,,,,,
Nevi_06_201807121408_1,97.7434860291077,113.14370050123713,,,,,,,,,
Nevi_06_201807121408_2,104.08626720270784,111.87165412182331,,,,,,,,,
Nevi_06_201807121408_3,105.51391097564928,59.01103301210807,,,,,,,,,
Nevi_06_201807121408_4,113.31433893766803,94.75680545064685,,,,,,,,,
Nevi_07_201807231100_1,89.41854233602238,57.04191513248946,,,,,,,,,
Nevi_07_201807231100_2,96.7934894178361,73.73172345815313,,,,,,,,,
Nevi_07_201807231100_3,87.17067895383569,52.38582735558369,,,,,,,,,
Nevi_08_201808021309_1,115.13779797481733,104.05303261724755,,,,,,,,,
Nevi_08_201808021309_2,113.7285694851392,100.70744076355417,,,,,,,,,
Nevi_08_201808021309_3,112.1931030045743,84.48615925451904,,,,,,,,,
Nevi_09_201808161438_1,70.83706625504257,83.18734413077152,,,,,,,,105.64852796584948,9.981388023153364
Nevi_09_201808161438_2,96.66787858726369,88.15021152540908,,,,,,,,103.52353815659069,94.98702338026149
Nevi_09_201808161438_3,92.70963435129426,55.34706447718796,,,,,,,,104.0065679940987,50.6473625379513
Nevi_09_201808161438_4,102.22273546996752,93.53953639248743,,,,,,,,108.72501254811749,12.664765622774611
Nevi_10_201811131523_1,86.0603888590397,77.6622022216307,,,,,,,,,
Nevi_10_201811131523_2,105.73141184247619,111.64691512757825,,,,,,,,,
Nevi_10_201811131523_3,104.50767006750937,98.87168039674643,,,,,,,,,
Nevi_10_201811131523_4,101.0987929742329,65.15357643448802,,,,,,,,,
Nevi_11_201904251621_1,77.05398637240063,101.36454000221987,,,,,,,,,
Nevi_11_201904251621_2,83.06929532129566,61.29735526937444,,,,,,,,,
Nevi_11_201904251621_3,96.00397144235086,111.1138529252584,,,,,,,,,
Nevi_11_201904251621_4,82.77349321910536,107.65435019413975,,,,,,,,,
Nevi_12_201905161343_3,85.59203786339201,113.53117286345585,,,,,,,,,
Nevi_12_201905161343_4,84.65327316785206,106.7348246357608,,,,,,,,,
Nevi_13_201905241311_3,96.09688718284694,47.4511993642942,,,,,,,,,
Nevi_13_201905241311_4,88.61700837163251,56.857586724435485,,,,,,,,,
Nevi_14_201905291344_3,104.92091420034359,85.06542873307723,,,,,,,,,
Nevi_14_201905291344_4,109.5120815534324,90.14500835395219,,,,,,,,,
Nevi_15_201910021125_1,90.45594432073676,106.4098642445935,,,,,,,,,
Nevi_15_201910021125_2,75.58823782194148,108.69721318834159,,,,,,,,,
Nevi_15_201910021125_3,103.98832533953585,103.04050193452191,,,,,,,,,
Nevi_15_201910021125_4,109.57043300091054,87.77153978907376,,,,,,,,,
Nevi_16_201910151344_3,98.35178094866716,93.109783995576,,,,,,,,,
Nevi_16_201910151344_4,85.9754191955257,84.35178340426744,,,,,,,,,
Nevi_17_202005071402_1,108.16244876389993,100.54486357175902,,,,,,,,,
Nevi_17_202005071402_2,90.04639021846002,102.98059560093941,,,,,,,,,
Nevi_18_202007020851_1,98.26493569765077,95.50506393892039,,,,,,,,,
Nevi_18_202007020851_2,91.87927016612628,30.170785281328303,,,,,,,,,
Nevi_19_202007091415_1,86.77078076302377,102.76013622688176,,,,,,,,,
Nevi_19_202007091415_2,92.91920191026058,107.18881233418558,,,,,,,,,
Nevi_20_202012021518_1,78.08296589367643,101.90510087114876,,,,,,,,,
Nevi_20_202012021518_2,82.62214376852137,102.31297362390615,,,,,,,,,
Nevi_20_202012021518_3,94.79571959402051,106.50178399361151,,,,,,,,,
Nevi_20_202012021518_4,93.93847910922608,100.9408291187047,,,,,,,,,
